feature
10
100
100 percent
20
2018
24
30
3d
3d computer
3d model
44
44 major
44 muscles
44 of
50
60
80
83
83 happy
83 percent
90
abe
abilities
ability
ability for
ability of
ability to
able
able to
about
about all
about an
about and
about anything
about being
about but
about certain
about computer
about different
about each
about emotions
about everything
about facial
about facs
about having
about her
about his
about how
about human
about if
about in
about is
about it
about learning
about making
about mona
about my
about new
about not
about other
about our
about people
about person
about school
about some
about someone
about something
about technology
about that
about the
about their
about them
about themselves
about there
about these
about they
about things
about this
about those
about to
about topic
about us
about using
about what
about whats
about when
about why
about you
about your
above
above your
absolutely
absurd
academic
academically
academically and
academics
accept
acceptable
accepting
access
access to
accomodate
accomplish
accomplishment
according
according to
accordingly
accordingly to
account
accuracy
accuracy in
accuracy of
accurate
accurate and
accurate as
accurate because
accurate but
accurate in
accurate it
accurate reading
accurate results
accurately
accuratly
acedemic
acedemics
achieve
acknowledge
acording
acording to
across
across the
act
act and
act as
act different
act differently
act in
act like
act on
act out
act the
acticle
acting
acting coding
acting like
acting the
action
action and
action code
action coding
action of
action system
action unit
action units
actions
actions but
actions coding
actions of
actions the
actions they
active
active and
active in
activites
activities
activity
activity or
activity that
activity to
acton
acton coding
actor
actors
actors carefully
acts
actual
actual emotion
actual emotions
actual feelings
actual human
actually
actually be
actually calculate
actually can
actually describing
actually detect
actually do
actually enjoy
actually feel
actually feeling
actually feels
actually happy
actually help
actually know
actually make
actually need
actually tell
actually trying
actually understand
actually use
actually want
actually work
actually works
actualy
actully
acually
acurate
ad
ad and
ad appears
ad comes
ad for
ad if
ad is
ad it
ad might
ad on
ad or
ad pops
ad so
ad that
ad the
ad they
ad this
ad to
ad will
ad would
ad you
adapt
adapt to
adapted
adapting
add
add on
add the
add to
added
added to
adding
adding the
adding this
addition
addition of
addition the
addition to
additional
additional help
additionally
addressed
adds
adjust
adjust lesson
adjust the
adjust their
adjust to
adjusted
adjusting
adjustments
adjustments to
administration
administrators
admit
admit that
adn
adressed
ads
ads and
ads are
ads but
ads can
ads like
ads more
ads on
ads that
ads to
adult
adults
advance
advance in
advance science
advance technology
advanced
advanced and
advanced enough
advanced science
advanced technology
advanced that
advanced the
advanced to
advancement
advancement in
advancement of
advancements
advancements in
advances
advancing
advancing and
advancment
advantage
advantage of
advantages
advertisements
advertisment
advice
affect
affect on
affect the
affecting
affective
affects
afford
afford it
afraid
afraid of
afraid to
afriad
after
after all
after class
after reading
after school
after some
after that
after the
after they
after using
again
again and
again it
again the
again this
against
against it
against neutral
against of
against the
against this
age
age of
ages
ago
agree
agree and
agree on
agree that
agree to
agree with
ahead
ahead of
ai
aid
aid in
airport
alert
alert the
algorithims
algorithm
algorithms
algorithms are
algorithms used
alike
alittle
alive
all
all 44
all about
all across
all and
all are
all around
all as
all at
all be
all because
all but
all by
all can
all classrooms
all computers
all could
all day
all depends
all different
all do
all emotions
all facial
all for
all forty
all fourty
all have
all human
all humans
all if
all in
all it
all just
all kids
all kinds
all know
all major
all my
all of
all on
all or
all over
all people
all school
all schools
all student
all students
all teachers
all technology
all that
all the
all their
all there
all these
all they
all things
all think
all this
all those
all times
all together
all types
all up
all we
all what
all will
all you
all your
allow
allow for
allow more
allow schools
allow students
allow teachers
allow the
allow them
allow this
allow us
allowed
allowed in
allowed to
allowing
allowing computers
allowing for
allowing the
allowing them
allows
allows computer
allows computers
allows for
allows it
allows people
allows students
allows the
allows them
allows us
allows you
almost
almost all
almost every
almost everyday
almost everything
almost like
alone
alone and
alone or
alone this
alone when
along
along the
along with
alot
alot but
alot in
alot it
alot more
alot of
alot with
alout
alow
already
already are
already be
already do
already have
already is
already know
already tell
alright
also
also allow
also another
also as
also associated
also be
also because
also become
also being
also believe
also benefit
also by
also can
also cause
also change
also could
also detect
also do
also doesn
also don
also dr
also even
also explains
also facs
also feel
also find
also for
also give
also gives
also good
also great
also has
also have
also having
also help
also helpful
also helps
also how
also identify
also if
also improve
also in
also is
also it
also just
also keep
also know
also knows
also learn
also let
also make
also makes
also may
also means
also mentions
also most
also need
also not
also on
also people
also prevent
also probably
also put
also read
also recognize
also said
also save
also say
also says
also see
also show
also shows
also some
also stated
also states
also students
also take
also talks
also teachers
also tell
also tells
also that
also the
also there
also they
also think
also this
also to
also use
also used
also very
also we
also what
also when
also with
also work
also would
alter
alter the
alter their
altered
altered to
alternative
although
although it
although many
although some
although the
although there
although this
although we
alto
alto also
alto article
alto by
alto describes
alto explains
alto he
alto if
alto in
alto is
alto it
alto making
alto paragraph
alto quotes
alto says
alto states
alto talks
alto the
alto this
alto with
alto writes
altogether
always
always 100
always be
always been
always easy
always going
always good
always happy
always have
always know
always mean
always right
always sad
always tell
always the
always want
always watching
always work
am
am against
am all
am confused
am feeling
am for
am going
am not
am pretty
am trying
amazing
amazing and
amazing how
amazing idea
amazing technology
amazing the
amazing to
amd
america
american
among
amount
amount of
amounts
amounts of
amsterdam
amsterdam dr
an
an accurate
an action
an actual
an ad
an add
an adult
an advanced
an advantage
an alert
an amazing
an article
an assignment
an computer
an easier
an education
an effective
an electronic
an emotion
an emotional
an environment
an essay
an even
an example
an excellent
an expert
an expression
an extremely
an eye
an human
an idea
an important
an impressive
an individual
an instructor
an interesting
an invasion
an invention
an issue
an online
analized
analysis
analyze
analyze the
analyzed
analyzes
analyzing
anatomical
anatomical information
anatomy
anatomy to
and 10
and about
and action
and actually
and adjust
and adults
and advanced
and after
and age
and alert
and all
and allow
and allowing
and also
and alter
and always
and am
and an
and analyze
and and
and anger
and angry
and another
and any
and are
and as
and ask
and asking
and aslo
and at
and bad
and be
and because
and become
and becoming
and being
and believe
and better
and bored
and boredom
and boring
and bring
and by
and calculate
and can
and cannot
and cause
and change
and classrooms
and come
and comprehend
and computer
and computers
and con
and confused
and confusion
and cons
and control
and could
and create
and creating
and depressed
and depression
and detect
and detects
and determine
and development
and didnt
and different
and disagree
and disgust
and disgusted
and dislike
and do
and doctors
and does
and doesn
and doing
and don
and dont
and dr
and each
and easier
and education
and effective
and effectively
and effort
and emotion
and emotional
and emotions
and encourage
and engaged
and enjoy
and enjoyable
and especially
and etc
and even
and every
and everyday
and everyone
and everything
and excited
and exciting
and explain
and explains
and express
and expression
and expressions
and face
and facial
and facs
and fail
and fake
and family
and faster
and fear
and feel
and feeling
and feelings
and figure
and finally
and find
and finding
and fix
and focus
and for
and force
and forced
and form
and friends
and from
and frowning
and fun
and further
and future
and games
and get
and getting
and give
and gives
and giving
and go
and going
and good
and grades
and graduate
and great
and grow
and had
and happiness
and happy
and has
and have
and having
and he
and help
and helpful
and helping
and helps
and her
and here
and high
and higher
and his
and hope
and hopefully
and how
and human
and humans
and identify
and if
and im
and improve
and improved
and in
and increase
and instead
and interested
and interesting
and is
and it
and its
and just
and keep
and kids
and kind
and know
and knowing
and lastly
and learn
and learning
and less
and lessons
and let
and letting
and like
and little
and look
and looking
and looks
and lot
and love
and mad
and made
and make
and makes
and making
and many
and may
and maybe
and mess
and might
and modify
and money
and more
and most
and mostly
and move
and muscle
and muscles
and my
and need
and needs
and negative
and never
and new
and nicu
and no
and not
and nothing
and now
and often
and on
and one
and only
and or
and other
and others
and our
and out
and outside
and over
and overall
and parents
and pass
and pay
and people
and percent
and personal
and play
and positive
and possibly
and prepare
and prevent
and probably
and prof
and professor
and provide
and put
and putting
and quickly
and read
and reading
and ready
and real
and realize
and really
and recognize
and sad
and saddness
and sadness
and say
and says
and scared
and school
and schools
and science
and see
and seeing
and send
and she
and should
and shouldn
and show
and smile
and smiling
and so
and social
and software
and solve
and some
and someone
and something
and sometimes
and staff
and start
and stay
and still
and stop
and student
and students
and succeed
and such
and surprise
and switch
and take
and talk
and teach
and teacher
and teachers
and teaching
and technology
and tell
and telling
and tells
and test
and testing
and that
and thats
and the
and their
and then
and there
and therefore
and these
and they
and things
and think
and this
and those
and thought
and thoughts
and time
and tired
and to
and true
and try
and trying
and turn
and two
and understand
and understanding
and uninterested
and unique
and upset
and us
and use
and used
and useful
and uses
and using
and usually
and valuable
and very
and video
and want
and wants
and was
and waste
and watch
and watching
and way
and we
and well
and were
and what
and whats
and when
and where
and whether
and which
and who
and why
and will
and with
and won
and wont
and work
and working
and would
and wouldn
and yes
and you
and young
and your
anf
anger
anger and
anger digust
anger disgust
anger fear
anger in
anger or
anger sadness
anger so
anger surprise
anger the
anger this
angery
angery disgusted
angery or
angry
angry about
angry alto
angry and
angry at
angry because
angry but
angry confused
angry disgust
angry disgusted
angry etc
angry even
angry face
angry for
angry happy
angry how
angry if
angry in
angry is
angry it
angry no
angry or
angry sad
angry she
angry so
angry that
angry the
angry then
angry there
angry they
angry think
angry this
angry we
angry what
angry when
angry why
angry with
angry you
animal
animals
animated
animated faces
animation
annoyed
annoying
another
another ad
another and
another but
another emotion
another example
another good
another great
another human
another individual
another is
another one
another or
another person
another persons
another problem
another quote
another reason
another student
another thing
another this
another way
ans
answer
answer and
answer for
answer is
answer the
answer to
answered
answers
answers and
answers to
anxiety
anxiety and
anxiety to
any
any age
any emotion
any emotions
any good
any of
any one
any other
any person
any questions
any student
any time
any type
any value
any way
anybody
anybody to
anymore
anymore and
anymore because
anyone
anyone about
anyone and
anyone can
anyone else
anyone is
anyone to
anyone who
anyones
anything
anything about
anything and
anything at
anything else
anything if
anything in
anything like
anything or
anything that
anything to
anything with
anything you
anytime
anyway
anyways
anywhere
apart
apart from
apart of
app
app could
appeal
appeal to
appealing
appear
appear to
appearing
appears
appears on
apple
application
application of
applications
applications for
applied
applied to
applies
approach
appropriate
apps
ar
are
are 44
are able
are about
are acting
are actually
are afraid
are all
are already
are also
are always
are an
are and
are angry
are around
are associated
are at
are because
are becoming
are being
are better
are big
are bored
are boring
are both
are but
are by
are capable
are coming
are confused
are constantly
are creating
are currently
are dealing
are depressed
are developing
are different
are doing
are down
are dr
are easily
are either
are emotion
are emotions
are endless
are engaged
are enjoying
are even
are experts
are expressing
are extremely
are faced
are facial
are faking
are falling
are feeling
are feelings
are felling
are few
are fine
are for
are forced
are getting
are given
are giving
are going
are gonna
are good
are great
are happiness
are happy
are hard
are haveing
are having
are hiding
are how
are human
are humans
are if
are in
are interested
are it
are just
are learning
are like
are looking
are lot
are lying
are mad
are made
are making
are many
are more
are most
are my
are no
are not
are now
are often
are okay
are on
are one
are only
are or
are other
are paying
are people
are plenty
are pros
are reading
are ready
are really
are sad
are scared
are seeing
are showing
are shown
are shy
are simply
are sitting
are six
are smart
are smiling
are so
are some
are something
are sometimes
are starting
are still
are stressed
are struggling
are stuck
are students
are supposed
are suprised
are surprised
are taking
are talking
are taught
are teacher
are teaching
are telling
are that
are the
are then
are there
are they
are things
are thinking
are this
are three
are tired
are to
are told
are too
are truly
are trying
are two
are unable
are understanding
are unhappy
are univeral
are universal
are upset
are used
are useful
are using
are usually
are valuable
are very
are wanting
are watching
are ways
are we
are what
are when
are with
are working
are you
are your
area
areas
aren
aren always
aren happy
arent
argue
argue that
arguement
arguing
argument
arguments
army
around
around and
around if
around it
around the
around them
around to
around us
around with
around you
around your
art
art and
art of
art work
artical
artical is
artical it
artical making
artical the
artice
article
article about
article also
article alto
article and
article but
article by
article called
article classroom
article does
article dr
article even
article explains
article gives
article have
article if
article in
article is
article it
article making
article mentions
article of
article on
article said
article says
article stated
article states
article talks
article tells
article that
article the
article they
article this
article to
article was
article we
article when
articles
artificial
artile
artist
artist such
artists
artists such
arts
artwork
as
as 83
as accurate
as alto
as an
as being
as boring
as broadly
as classroom
as confused
as confusion
as consumers
as da
as depression
as do
as dr
as effective
as electric
as electronic
as facial
as facs
as far
as fast
as for
as good
as happiness
as happy
as he
as help
as helping
as human
as humans
as if
as in
as is
as it
as kids
as learning
as lie
as long
as many
as mentioned
as mona
as most
as much
as of
as other
as others
as people
as person
as possible
as previously
as recognizing
as result
as sad
as said
as school
as schools
as shown
as society
as something
as soon
as stated
as student
as students
as teacher
as teachers
as technology
as that
as the
as their
as there
as they
as this
as though
as time
as to
as tool
as usual
as valuable
as video
as way
as we
as well
as what
as when
as whole
as you
as your
aside
aside from
ask
ask and
ask for
ask her
ask him
ask how
ask if
ask me
ask or
ask question
ask questions
ask someone
ask teacher
ask that
ask the
ask their
ask them
ask us
ask what
ask whats
ask when
ask why
ask you
ask your
asked
asked how
asked to
asking
asking for
asking if
asking questions
asking the
asking them
asks
asleep
asleep in
asleep or
aslo
aspect
aspect of
aspects
aspects of
asset
asset for
asset in
asset to
assigned
assignment
assignment and
assignment it
assignment on
assignment or
assignment that
assignment they
assignment this
assignments
assignments and
assignments or
assingment
assist
assist students
assistance
associate
associated
associated each
associated with
associates
assume
assume it
assume that
assuming
aswell
at
at all
at an
at and
at another
at any
at computer
at describing
at developing
at different
at first
at friend
at hand
at her
at hiding
at his
at home
at how
at it
at least
at me
at once
at one
at our
at people
at person
at picture
at reading
at school
at schools
at screen
at some
at someone
at someones
at something
at such
at that
at the
at their
at them
at there
at this
at time
at times
at university
at what
at work
at you
at your
at yourself
aticle
atleast
atmosphere
atricle
attached
attack
attacks
attempt
attempt to
attempting
attempting to
attend
attendance
attending
attention
attention and
attention but
attention if
attention in
attention more
attention of
attention or
attention the
attention they
attention this
attention to
attentive
attintion
attitude
attitudes
attract
audience
audio
auther
author
author also
author described
author describes
author explains
author gave
author gives
author has
author in
author includes
author is
author makes
author mentions
author nick
author of
author said
author says
author stated
author states
author talks
author tells
author uses
author writes
author wrote
automatically
available
available to
avalible
average
avoid
avoided
awake
aware
aware of
away
away from
away our
away the
away with
aways
awesome
awful
awkward
awsome
baby
bacause
back
back and
back in
back into
back it
back on
back the
back then
back to
back when
backed
backs
bad
bad and
bad because
bad behavior
bad but
bad day
bad days
bad for
bad grade
bad guys
bad idea
bad in
bad mood
bad or
bad people
bad situations
bad so
bad the
bad thing
bad things
bad time
bad to
bad way
badly
bank
banned
barely
barley
base
base on
based
based of
based off
based on
based upon
bases
basic
basic emotion
basic emotions
basic human
basically
basically saying
basically the
basics
basis
be
be 100
be able
be about
be accurate
be added
be addressed
be afraid
be against
be all
be allowed
be alone
be alot
be also
be altered
be amazing
be an
be and
